Customer_ID,Name,Age,Gender,Email,Phone,Salary,Purchase_History,Signup_Date,Membership_Level,Feedback
8041,Bob,25.0,Male,user282@gmail.com,+234808731063,30000.0,16,2015-02-12,Gold,Good
7235,Hannah,22.0,M,user2641@gmail.com,+234801276434,50000.0,1,2015-02-13,Bronze,Excellent
6486,Grace,35.0,Female,user2409@gmail.com,+234808677582,,7,2015-02-14,Silver, Bad 
8099,David,25.0,UNKNOWN,user3154@gmail.com,+234806404037,100000.0,2,2015-02-15,Unknown,Excellent
1775,Alice,18.0,Female,user2622@gmail.com,+234802042049,100000.0,2,2015-02-16,Platinum, Bad 
9226,Alice,35.0,nan,user2054@gmail.com,+234802024008,2500000.0,3,2015-02-17,Silver,Excellent
4152,David,60.0,UNKNOWN,user1510@gmail.com,Invalid,100000.0,19,2015-02-18,VIP, Average
2585,Eve,30.0,Male,user3085@gmail.com,+234809440033,70000.0,1,2015-02-19,Gold,Good
4943,David,,F,user3041@gmail.com,Invalid,100000.0,19,2015-02-20,Silver, Poor
8555,Grace,35.0,F,user4968@gmail.com,+234805726003,-5000.0,16,2015-02-21,Gold, Average
4073, Frank  ,22.0,UNKNOWN,user2367@gmail.com,+234801198485,70000.0,3,2015-02-22,VIP,Excellent
2021, David  ,30.0,Male,user4250@gmail.com,+234802804684,,5,2015-02-23,VIP, Bad 
4843, Bob  ,60.0,UNKNOWN,user3057@gmail.com,+234802670491,50000.0,-4,2015-02-24,Silver, Poor
8989, Frank  ,50.0,UNKNOWN,user3997@gmail.com,+234807747674,2500000.0,12,2015-02-25,Unknown, Bad 
7873,David,,UNKNOWN,user1841@gmail.com,+234805139779,50000.0,16,2015-02-26,Platinum,nan
6675,Alice,50.0,F,user4679@gmail.com,+234801108703,-5000.0,-3,2015-02-27,Unknown, Bad 
1161,Charlie,22.0,nan,user1339@gmail.com,+234802661811,50000.0,12,2015-02-28,nan,nan
5297,Bob,,UNKNOWN,user4377@gmail.com,+234804283183,70000.0,10,2015-03-01,Platinum,nan
1995, Grace  ,22.0,F,user765@gmail.com,+234801456335,2500000.0,2,2015-03-02,Gold,Good
8629,Bob,50.0,M,user4803@gmail.com,+234803377810,150000.0,17,2015-03-03,Silver,Excellent
2016,Hannah,60.0,Male,user2558@gmail.com,+234805653503,150000.0,2,2015-03-04,Bronze,Good
8869, Eve  ,,M,user3358@gmail.com,+234801773941,30000.0,0,2015-03-05,VIP,nan
7439,Charlie,40.0,UNKNOWN,,+234805376217,150000.0,19,2015-03-06,Unknown, Bad 
8892,Bob,25.0,F,user3368@gmail.com,+234805873555,2500000.0,19,2015-03-07,Gold,Good
7863,Hannah,60.0,Male,user873@gmail.com,+234805312641,30000.0,-4,2015-03-08,VIP, Average
8916,David,,Female,user3192@gmail.com,Invalid,,10,2015-03-09,Gold,nan
9529,Bob,22.0,Male,user2959@gmail.com,+234803904422,30000.0,15,2015-03-10,Silver, Bad 
1878,Bob,22.0,Male,user3351@gmail.com,Invalid,,3,2015-03-11,Gold, Bad 
5887,Bob,18.0,UNKNOWN,user1116@gmail.com,+234803095610,100000.0,13,2015-03-12,Gold, Average
5859, Eve  ,60.0,M,user273@gmail.com,+234804825591,-5000.0,15,2015-03-13,nan, Bad 
7331,Bob,22.0,M,user795@gmail.com,Invalid,50000.0,9,2015-03-14,Bronze, Poor
9571,Bob,,Female,user4042@gmail.com,+234809377397,-5000.0,18,2015-03-15,Gold, Poor
9684,Eve,25.0,UNKNOWN,user3476@gmail.com,+234807936122,150000.0,-4,2015-03-16,Platinum,Excellent
8208, Hannah  ,50.0,Male,user3934@gmail.com,+234808679846,70000.0,9,2015-03-17,Gold,Excellent
6276, Frank  ,30.0,nan,user3290@gmail.com,+234805832083,,16,2015-03-18,Gold,Good
3062,Charlie,18.0,M,user1134@gmail.com,+234808655954,2500000.0,5,2015-03-19,Silver,Good
1064,Hannah,22.0,M,user3372@gmail.com,+234809785594,2500000.0,14,2015-03-20,Gold, Average
9006,Grace,,F,user840@gmail.com,+234809066728,150000.0,6,2015-03-21,nan, Average
3568, Frank  ,18.0,Male,user4660@gmail.com,Invalid,70000.0,9,2015-03-22,Bronze,nan
6463,Alice,,UNKNOWN,user2261@gmail.com,+234802951865,70000.0,10,2015-03-23,Silver, Bad 
3027,Eve,18.0,M,user1916@gmail.com,Invalid,50000.0,0,2015-03-24,nan,Excellent
3695, Eve  ,22.0,UNKNOWN,user4955@gmail.com,+234801680016,-5000.0,-3,2015-03-25,VIP,nan
6258,Bob,,Male,user2895@gmail.com,+234808289840,100000.0,0,2015-03-26,Platinum,Excellent
6618,Bob,,Male,user141@gmail.com,+234805606095,100000.0,17,2015-03-27,Platinum,Excellent
7736,Grace,60.0,M,user2156@gmail.com,+234809299137,-5000.0,-3,2015-03-28,VIP,Excellent
1391,Alice,30.0,Female,user205@gmail.com,+234801314262,30000.0,15,2015-03-29,Gold,Good
6892, Bob  ,50.0,UNKNOWN,user1413@gmail.com,+234804405615,150000.0,7,2015-03-30,Bronze, Poor
4561,David,30.0,UNKNOWN,user3840@gmail.com,Invalid,100000.0,6,2015-03-31,Bronze,nan
7184,Bob,50.0,F,user4952@gmail.com,+234802867927,50000.0,2,2015-04-01,Bronze, Average
4099,Bob,40.0,Male,user2716@gmail.com,+234809953619,150000.0,-4,2015-04-02,Bronze, Average
7278,David,25.0,Male,user1200@gmail.com,+234803039742,70000.0,1,2015-04-03,nan,Excellent
9392, Alice  ,40.0,M,user1629@gmail.com,+234801396707,,11,2015-04-04,Gold,Excellent
4104,David,35.0,M,user1995@gmail.com,+234802389428,,1,2015-04-05,VIP,Good
8215,Eve,22.0,M,user4141@gmail.com,+234808679378,2500000.0,-5,2015-04-06,nan,Good
3454,David,,F,user3964@gmail.com,+234804509820,2500000.0,-2,2015-04-07,nan, Average
9996,Charlie,60.0,Female,user1518@gmail.com,+234809135612,100000.0,9,2015-04-08,VIP,Excellent
3731,Eve,,M,user4917@gmail.com,+234802905234,2500000.0,-2,2015-04-09,Platinum,Excellent
9154, Bob  ,30.0,M,user697@gmail.com,+234801142953,30000.0,6,2015-04-10,VIP,nan
6056,Grace,50.0,nan,,+234802263920,,10,2015-04-11,Bronze, Average
9110,Eve,40.0,M,user2495@gmail.com,+234806153513,30000.0,15,2015-04-12,Gold,Good
4840,Alice,,F,user2111@gmail.com,+234806975695,,12,2015-04-13,nan,nan
2028, Alice  ,40.0,UNKNOWN,user2435@gmail.com,+234806222231,30000.0,8,2015-04-14,Silver, Average
8385,David,25.0,Female,user1948@gmail.com,+234805317648,-5000.0,8,2015-04-15,Silver,Good
1502, Eve  ,25.0,UNKNOWN,user3213@gmail.com,+234807698276,30000.0,5,2015-04-16,Bronze,Good
7910,Bob,50.0,nan,,+234804915223,70000.0,10,2015-04-17,Unknown,nan
7938, Alice  ,35.0,Male,user1102@gmail.com,Invalid,50000.0,9,2015-04-18,Platinum,nan
5488,Frank,,Male,user1592@gmail.com,+234801286684,,16,2015-04-19,nan,Good
1206,Bob,60.0,M,user1914@gmail.com,+234807834195,150000.0,0,2015-04-20,Silver,Excellent
6134,Frank,40.0,nan,,+234808752640,100000.0,18,2015-04-21,Unknown, Average
6977,Charlie,40.0,UNKNOWN,user3144@gmail.com,+234809954559,50000.0,7,2015-04-22,Bronze,Good
8721,Frank,25.0,F,user2752@gmail.com,+234803540234,70000.0,11,2015-04-23,nan, Poor
8035, Hannah  ,22.0,Female,user109@gmail.com,+234803798386,70000.0,-2,2015-04-24,nan,Good
2484, Alice  ,50.0,UNKNOWN,user2502@gmail.com,+234805774891,70000.0,6,2015-04-25,nan,Good
8858, David  ,40.0,nan,user1491@gmail.com,+234805596556,100000.0,12,2015-04-26,Gold,nan
1863,Charlie,25.0,nan,user4253@gmail.com,+234808323942,2500000.0,2,2015-04-27,Silver,Good
3790,Eve,25.0,UNKNOWN,user1630@gmail.com,+234803932335,2500000.0,6,2015-04-28,Bronze, Bad 
8408, Bob  ,,Female,user4842@gmail.com,+234808432704,,-2,2015-04-29,Silver,nan
9755, Alice  ,40.0,UNKNOWN,user3200@gmail.com,+234803065269,,2,2015-04-30,Gold, Poor
6116,Charlie,,UNKNOWN,user4876@gmail.com,+234809442120,-5000.0,-4,2015-05-01,VIP,Excellent
7019, Charlie  ,60.0,Female,user4441@gmail.com,+234804709773,2500000.0,-2,2015-05-02,VIP,nan
2757, Hannah  ,60.0,F,user1379@gmail.com,Invalid,-5000.0,6,2015-05-03,Gold, Average
8574,Alice,25.0,nan,user3249@gmail.com,+234801199381,30000.0,19,2015-05-04,Gold, Average
7374,Eve,22.0,Female,user3120@gmail.com,+234805060342,30000.0,15,2015-05-05,VIP,nan
7892,Eve,22.0,M,user4441@gmail.com,+234805401831,150000.0,16,2015-05-06,Gold, Average
2678,David,,M,user2447@gmail.com,+234807327553,30000.0,4,2015-05-07,nan,nan
4242, Grace  ,25.0,M,,+234805553375,100000.0,9,2015-05-08,Gold,Excellent
5636,Frank,,M,user1765@gmail.com,+234807889694,50000.0,3,2015-05-09,Gold,Good
2059,Eve,50.0,Male,user1580@gmail.com,+234807038226,-5000.0,3,2015-05-10,VIP, Poor
7668,Hannah,,F,user3874@gmail.com,+234808673748,,1,2015-05-11,VIP, Average
4157,David,35.0,Male,user3570@gmail.com,+234807470753,30000.0,-4,2015-05-12,Unknown, Bad 
6915,Frank,40.0,UNKNOWN,user4371@gmail.com,+234808552284,-5000.0,1,2015-05-13,Silver, Bad 
3693,Charlie,60.0,UNKNOWN,user117@gmail.com,+234808590741,2500000.0,3,2015-05-14,VIP, Poor
4627, Alice  ,18.0,Female,user2526@gmail.com,Invalid,100000.0,12,2015-05-15,Silver, Average
6450,Eve,25.0,M,user3044@gmail.com,+234808809524,100000.0,17,2015-05-16,nan,Good
2663,David,22.0,Female,user127@gmail.com,+234807305651,2500000.0,6,2015-05-17,nan, Average
6592,Charlie,,UNKNOWN,user232@gmail.com,+234802743185,150000.0,1,2015-05-18,VIP,Good
8392,Eve,40.0,M,user4189@gmail.com,+234807482668,30000.0,13,2015-05-19,Platinum, Average
2306,Bob,18.0,nan,user1521@gmail.com,+234807399334,-5000.0,16,2015-05-20,Silver, Bad 
7776,Grace,35.0,F,user439@gmail.com,+234806162334,2500000.0,18,2015-05-21,Gold,Excellent
6864,Charlie,,UNKNOWN,user3437@gmail.com,+234801703071,-5000.0,10,2015-05-22,Platinum,nan
8526,Hannah,22.0,nan,user676@gmail.com,+234806610705,150000.0,2,2015-05-23,Unknown, Poor
9901,Hannah,35.0,Female,,+234809373524,-5000.0,13,2015-05-24,VIP,Good
6575,Eve,22.0,nan,user249@gmail.com,+234808358299,70000.0,0,2015-05-25,VIP,Excellent
6530,Hannah,22.0,Female,user3034@gmail.com,+234808014771,70000.0,-4,2015-05-26,Unknown,Good
5413,Charlie,25.0,UNKNOWN,,+234809946347,70000.0,-4,2015-05-27,Platinum, Poor
4748,Alice,,Male,user854@gmail.com,+234807053320,30000.0,2,2015-05-28,Bronze,Excellent
1663,Alice,50.0,F,user3634@gmail.com,+234808884963,100000.0,4,2015-05-29,nan,Excellent
2998, Grace  ,,nan,user4882@gmail.com,+234804030910,100000.0,15,2015-05-30,Gold,nan
8994,Alice,,nan,user3501@gmail.com,+234801423117,,15,2015-05-31,Silver,nan
2495,Frank,40.0,UNKNOWN,user3962@gmail.com,+234809025361,-5000.0,5,2015-06-01,Platinum, Poor
4304,Bob,22.0,UNKNOWN,user470@gmail.com,Invalid,70000.0,14,2015-06-02,Silver, Poor
4763,Alice,40.0,Female,user3046@gmail.com,+234804016197,30000.0,14,2015-06-03,VIP,Good
6232,Hannah,,M,user4831@gmail.com,+234807253221,,18,2015-06-04,Bronze,Excellent
2853, Bob  ,22.0,M,user4625@gmail.com,+234806119685,100000.0,-3,2015-06-05,Unknown, Poor
7585,Alice,22.0,M,user4534@gmail.com,+234803424677,-5000.0,10,2015-06-06,Bronze,nan
2291,Frank,18.0,Female,,Invalid,-5000.0,-3,2015-06-07,Silver,Good
4581,Hannah,60.0,M,,+234802455995,,2,2015-06-08,Unknown, Average
8554, Charlie  ,,UNKNOWN,user3892@gmail.com,+234806461601,70000.0,13,2015-06-09,nan,nan
8280, Eve  ,,Male,user3614@gmail.com,+234802383827,2500000.0,6,2015-06-10,VIP, Poor
2636, Eve  ,35.0,Male,user3876@gmail.com,+234804645090,-5000.0,12,2015-06-11,Unknown,nan
4696,Alice,35.0,Male,user3359@gmail.com,+234805868539,-5000.0,7,2015-06-12,nan,nan
1698,Eve,50.0,M,,+234801604388,2500000.0,5,2015-06-13,Unknown,Excellent
5737,Alice,30.0,Male,user2858@gmail.com,+234806999512,-5000.0,7,2015-06-14,Bronze, Average
1854,Alice,,nan,user1874@gmail.com,+234805180078,50000.0,15,2015-06-15,Gold, Poor
9164,Hannah,30.0,M,user3274@gmail.com,+234809265541,70000.0,-3,2015-06-16,VIP, Bad 
6855, Grace  ,18.0,nan,user1095@gmail.com,+234809250898,70000.0,0,2015-06-17,Platinum,Excellent
8392, David  ,35.0,UNKNOWN,user3957@gmail.com,+234806808999,30000.0,17,2015-06-18,Platinum,nan
7528,David,,nan,user2584@gmail.com,Invalid,50000.0,-3,2015-06-19,Platinum,Excellent
6249,Grace,22.0,UNKNOWN,user4100@gmail.com,+234802872692,-5000.0,19,2015-06-20,Gold,Good
6172,David,60.0,Female,user4980@gmail.com,+234808832356,150000.0,-5,2015-06-21,VIP, Bad 
2707,Bob,25.0,Female,user2482@gmail.com,+234802299864,50000.0,8,2015-06-22,Unknown, Poor
6791,David,60.0,nan,user1975@gmail.com,+234802378763,50000.0,17,2015-06-23,Silver, Bad 
6535,Alice,50.0,F,user3204@gmail.com,+234803514725,100000.0,14,2015-06-24,Silver,nan
5931,Frank,35.0,UNKNOWN,user2252@gmail.com,+234807907776,,1,2015-06-25,VIP, Poor
4510, Frank  ,40.0,M,user3865@gmail.com,+234804432252,100000.0,19,2015-06-26,Gold,Good
1202,Charlie,40.0,F,,+234801282102,150000.0,3,2015-06-27,VIP,nan
5218,Hannah,25.0,UNKNOWN,user2599@gmail.com,+234805995437,50000.0,-5,2015-06-28,Silver,nan
9958, David  ,35.0,M,user3087@gmail.com,+234804130314,30000.0,4,2015-06-29,VIP, Average
5389,Frank,,UNKNOWN,user1506@gmail.com,+234804853132,150000.0,7,2015-06-30,Platinum, Bad 
3327,David,22.0,UNKNOWN,user2540@gmail.com,+234806201247,-5000.0,6,2015-07-01,nan,Excellent
9004,Hannah,50.0,M,user2815@gmail.com,+234804628845,70000.0,-2,2015-07-02,Unknown, Poor
3931,Charlie,40.0,UNKNOWN,user1980@gmail.com,+234804085755,2500000.0,1,2015-07-03,VIP, Bad 
8777,Frank,25.0,UNKNOWN,user876@gmail.com,+234807797580,-5000.0,4,2015-07-04,Unknown, Poor
1197,Alice,60.0,UNKNOWN,user552@gmail.com,+234806860582,70000.0,16,2015-07-05,Bronze, Bad 
8125,Bob,22.0,Female,user2590@gmail.com,+234807935934,100000.0,19,2015-07-06,VIP,Excellent
2930,Grace,40.0,Male,,+234802975666,-5000.0,1,2015-07-07,Silver, Poor
7287, Grace  ,60.0,UNKNOWN,user4175@gmail.com,+234801578554,150000.0,9,2015-07-08,nan, Poor
9800,Grace,,M,user3645@gmail.com,+234805811189,100000.0,13,2015-07-09,Silver, Average
5282,David,60.0,nan,,+234802743371,30000.0,1,2015-07-10,nan,Good
3511,Frank,22.0,UNKNOWN,user4139@gmail.com,+234804543027,70000.0,8,2015-07-11,Unknown, Bad 
1659,Hannah,60.0,Female,user2901@gmail.com,+234808522600,-5000.0,15,2015-07-12,Silver,Excellent
3811,Hannah,,Female,user4605@gmail.com,+234808440626,100000.0,8,2015-07-13,Platinum, Average
8098,Frank,50.0,nan,user4932@gmail.com,+234805188630,-5000.0,12,2015-07-14,Silver, Average
7546,Charlie,22.0,UNKNOWN,user654@gmail.com,+234807895438,,4,2015-07-15,Bronze,Good
2986,Alice,50.0,F,user4709@gmail.com,+234802608636,100000.0,-3,2015-07-16,VIP,Excellent
9338,Eve,25.0,nan,user4579@gmail.com,+234804116243,100000.0,0,2015-07-17,Gold,nan
3911,Frank,35.0,Male,user2448@gmail.com,+234805972302,50000.0,16,2015-07-18,Silver, Bad 
2734, Bob  ,60.0,M,user4550@gmail.com,+234809031681,,17,2015-07-19,VIP, Poor
2843,Charlie,18.0,M,user23@gmail.com,+234805238358,,16,2015-07-20,Platinum,Good
9680, Frank  ,50.0,M,user3879@gmail.com,+234803172257,-5000.0,3,2015-07-21,VIP, Poor
3976,Frank,,M,user189@gmail.com,+234806190374,30000.0,8,2015-07-22,Silver, Average
2959,Charlie,40.0,Female,user416@gmail.com,+234801848614,2500000.0,15,2015-07-23,Silver, Poor
6759,Charlie,50.0,Male,user2859@gmail.com,+234808779135,-5000.0,15,2015-07-24,Unknown, Bad 
7694,David,40.0,UNKNOWN,user3179@gmail.com,+234802959054,50000.0,18,2015-07-25,nan,nan
3385,Frank,60.0,UNKNOWN,user2508@gmail.com,+234808556300,,2,2015-07-26,Silver, Bad 
5736,Eve,25.0,F,user2687@gmail.com,+234804100131,50000.0,-5,2015-07-27,Bronze,nan
2802,Bob,,UNKNOWN,user1914@gmail.com,+234809379363,50000.0,-3,2015-07-28,VIP, Poor
9155,Alice,22.0,Male,user4243@gmail.com,+234809927513,70000.0,16,2015-07-29,Unknown, Poor
9120,Alice,40.0,UNKNOWN,user2196@gmail.com,+234805745428,-5000.0,0,2015-07-30,nan,Good
7616,Eve,40.0,Female,user1039@gmail.com,Invalid,,-5,2015-07-31,Gold,nan
6534,Hannah,22.0,nan,user2840@gmail.com,+234801703978,70000.0,12,2015-08-01,Bronze, Bad 
5061,Charlie,,UNKNOWN,user4352@gmail.com,+234808465421,-5000.0,4,2015-08-02,Gold, Poor
1262,Charlie,60.0,M,user3985@gmail.com,+234804952697,100000.0,17,2015-08-03,Silver,Excellent
7287, Hannah  ,,M,user2473@gmail.com,Invalid,2500000.0,11,2015-08-04,Gold,Good
9815, Charlie  ,35.0,nan,,Invalid,-5000.0,15,2015-08-05,Gold,Good
3049,Hannah,40.0,M,user1023@gmail.com,+234801821468,100000.0,-5,2015-08-06,Bronze,Good
6423,Frank,,M,user2455@gmail.com,+234806072355,70000.0,16,2015-08-07,Bronze,Good
5548,Hannah,,Female,user1937@gmail.com,Invalid,100000.0,17,2015-08-08,VIP,nan
4108,Charlie,25.0,Female,user3511@gmail.com,+234804849408,70000.0,2,2015-08-09,Gold,nan
8158,Charlie,40.0,Female,user56@gmail.com,+234804773176,-5000.0,6,2015-08-10,Bronze, Poor
8400, Frank  ,50.0,UNKNOWN,user983@gmail.com,+234808285115,30000.0,13,2015-08-11,VIP, Average
4170,Hannah,60.0,nan,user4574@gmail.com,+234801419349,2500000.0,8,2015-08-12,Gold,Excellent
3255,Frank,,M,user414@gmail.com,+234805842272,50000.0,13,2015-08-13,nan, Average
2154,Eve,,F,user781@gmail.com,+234804674254,2500000.0,11,2015-08-14,Gold, Average
5499,David,25.0,nan,user3769@gmail.com,+234801780282,30000.0,10,2015-08-15,Unknown, Poor
7295, Frank  ,25.0,F,user3270@gmail.com,+234801760512,,13,2015-08-16,Silver,Good
7197,Bob,22.0,M,,+234801536947,30000.0,-1,2015-08-17,nan,Good
2648, Charlie  ,40.0,Male,user749@gmail.com,+234802428195,30000.0,16,2015-08-18,Bronze, Poor
6539,David,,nan,user1088@gmail.com,+234801640908,100000.0,13,2015-08-19,Platinum, Poor
5199,Alice,,UNKNOWN,user1176@gmail.com,+234804271733,150000.0,-2,2015-08-20,nan,nan
9445,Eve,50.0,F,user2868@gmail.com,+234805206776,-5000.0,-1,2015-08-21,Unknown, Bad 
3557, Hannah  ,18.0,nan,user3959@gmail.com,+234801422190,2500000.0,-1,2015-08-22,Bronze,Good
6592,David,18.0,nan,user4685@gmail.com,+234803776778,150000.0,19,2015-08-23,Unknown,Excellent
1098,Frank,50.0,Female,,Invalid,2500000.0,18,2015-08-24,Silver, Bad 
3200,Charlie,,Male,,+234805317583,70000.0,-5,2015-08-25,Unknown, Average
3961, Charlie  ,40.0,Female,user1110@gmail.com,+234807733398,,12,2015-08-26,Unknown,nan
5973,Charlie,,Male,user2003@gmail.com,+234804191122,150000.0,9,2015-08-27,VIP,nan
5433,David,22.0,Male,user3041@gmail.com,+234801545174,100000.0,15,2015-08-28,nan,Good
3869,Charlie,40.0,UNKNOWN,,+234803858303,,13,2015-08-29,Bronze, Poor
1956, Frank  ,35.0,nan,user2111@gmail.com,+234804482344,2500000.0,17,2015-08-30,nan, Poor
9352,Hannah,40.0,Female,user597@gmail.com,+234806987287,50000.0,8,2015-08-31,Gold, Poor
6699, David  ,40.0,Female,user4826@gmail.com,+234803459847,70000.0,0,2015-09-01,Platinum,Good
7944,Charlie,60.0,F,user3842@gmail.com,+234802012932,100000.0,12,2015-09-02,VIP,nan
5493, Alice  ,,nan,user1002@gmail.com,+234809533752,30000.0,2,2015-09-03,nan,Excellent
5911,Alice,22.0,M,user3561@gmail.com,Invalid,-5000.0,-1,2015-09-04,Bronze, Poor
4987,Bob,60.0,M,user3230@gmail.com,+234809306048,50000.0,16,2015-09-05,VIP,nan
7015, Charlie  ,,F,user2031@gmail.com,Invalid,30000.0,2,2015-09-06,nan,Good
2218,Charlie,30.0,Male,user238@gmail.com,Invalid,150000.0,0,2015-09-07,Gold, Average
5496,David,22.0,F,user2943@gmail.com,+234801737395,-5000.0,4,2015-09-08,Unknown, Bad 
5735,David,,F,user3160@gmail.com,+234807121421,,-3,2015-09-09,Platinum,Good
5555,Grace,18.0,Female,user800@gmail.com,+234808830686,50000.0,7,2015-09-10,nan,Good
9050, Hannah  ,60.0,F,user3274@gmail.com,+234802960305,-5000.0,1,2015-09-11,nan,nan
4446, Charlie  ,30.0,Male,user2093@gmail.com,+234809687591,-5000.0,-2,2015-09-12,Gold, Poor
2045,Bob,22.0,M,,+234808835417,100000.0,7,2015-09-13,Platinum, Bad 
7893, Hannah  ,35.0,UNKNOWN,user3292@gmail.com,+234807873497,30000.0,0,2015-09-14,VIP, Bad 
2693, Charlie  ,,nan,user4934@gmail.com,+234804271610,150000.0,10,2015-09-15,Unknown, Poor
4436,Hannah,35.0,F,user3443@gmail.com,+234808921151,30000.0,16,2015-09-16,Unknown,Excellent
9754, Frank  ,18.0,nan,user1236@gmail.com,+234801211192,,15,2015-09-17,Bronze,Good
6895,David,18.0,F,user3513@gmail.com,+234803566349,,-5,2015-09-18,Platinum, Poor
4354, Charlie  ,50.0,nan,user151@gmail.com,+234807409903,150000.0,18,2015-09-19,Gold,nan
1225,Hannah,50.0,Female,,+234808689036,70000.0,7,2015-09-20,Platinum,Excellent
5893,David,35.0,Female,,+234807043959,2500000.0,-4,2015-09-21,nan, Poor
8022,Charlie,60.0,nan,user3788@gmail.com,+234809893391,150000.0,14,2015-09-22,VIP, Average
6600, Eve  ,40.0,F,user4392@gmail.com,+234806489084,2500000.0,13,2015-09-23,Unknown,Excellent
8996,David,,F,user2407@gmail.com,+234802858671,70000.0,0,2015-09-24,VIP,nan
8683,Hannah,,Male,user4128@gmail.com,+234802178235,150000.0,5,2015-09-25,VIP,Excellent
5642, Bob  ,30.0,M,user3209@gmail.com,+234802922763,150000.0,11,2015-09-26,nan, Bad 
8679,Eve,,M,user4624@gmail.com,+234807824095,,3,2015-09-27,Bronze,Good
